Raw file	Experiment	Enzyme	Enzyme mode	Enzyme first search	Enzyme mode first search	Use enzyme first search	Variable modifications	Multi modifications	Variable modifications first search	Use variable modifications first search	Requantify	Multiplicity	Max. missed cleavages	Labels0	LC-MS run type	Time-dependent recalibration	MS	MS/MS	MS3	MS/MS Submitted	MS/MS Submitted (SIL)	MS/MS Submitted (ISO)	MS/MS Submitted (PEAK)	MS/MS Identified	MS/MS Identified (SIL)	MS/MS Identified (ISO)	MS/MS Identified (PEAK)	MS/MS Identified [%]	MS/MS Identified (SIL) [%]	MS/MS Identified (ISO) [%]	MS/MS Identified (PEAK) [%]	Peptide Sequences Identified	Peaks	Peaks Sequenced	Peaks Sequenced [%]	Peaks Repeatedly Sequenced	Peaks Repeatedly Sequenced [%]	Isotope Patterns	Isotope Patterns Sequenced	Isotope Patterns Sequenced (z>1)	Isotope Patterns Sequenced [%]	Isotope Patterns Sequenced (z>1) [%]	Isotope Patterns Repeatedly Sequenced	Isotope Patterns Repeatedly Sequenced [%]	Recalibrated	Av. Absolute Mass Deviation [ppm]	Mass Standard Deviation [ppm]	Av. Absolute Mass Deviation [mDa]	Mass Standard Deviation [mDa]	Label free norm param
LMap_Dhuh_EHD_4-3_P_07June20_Merry_20-02-02	EHD_4-3	Trypsin	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	True	1	2		Standard		17855	62448	0	82745	42151	0	40594	14333	13158	0	1175	17.32	31.22	NaN	2.89	3911	1278953	48773	3.81	5264	10.79	98049	29360	28785	29.94	33.4	7361	25.07	+	0.60591	0.82502	0.40294	0.57679	
LMap_Dhuh_EHD_4-4_P_07June20_Merry_20-02-02	EHD_4-4	Trypsin	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	True	1	2		Standard		17242	65167	0	86599	43735	0	42864	14647	13415	0	1232	16.91	30.67	NaN	2.87	3951	1230723	51256	4.16	5302	10.34	100443	30864	30319	30.73	33.84	7635	24.74	+	0.60091	0.82186	0.40541	0.58917	
LMap_Dhuh_H_2-1_P_07June20_Merry_20-02-02	H_2-1	Trypsin	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	True	1	2		Standard		17415	64467	0	85564	43370	0	42194	14844	13540	0	1304	17.35	31.22	NaN	3.09	3922	1256040	50784	4.04	5225	10.29	99944	30479	29931	30.5	33.66	7531	24.71	+	0.59972	0.81642	0.40129	0.57755	
LMap_Dhuh_H_2-2_P_07June20_Merry_20-02-02	H_2-2	Trypsin	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	True	1	2		Standard		16834	67014	0	89583	44445	0	45138	14992	13655	0	1337	16.74	30.72	NaN	2.96	3976	1182115	52915	4.48	5251	9.92	98844	31493	30877	31.86	34.91	7740	24.58	+	0.61139	0.82151	0.41748	0.5962	
LMap_Dhuh_H_2-3_P_07June20_Merry_20-02-02	H_2-3	Trypsin	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	True	1	2		Standard		17248	65113	0	86663	43563	0	43100	14828	13333	0	1495	17.11	30.61	NaN	3.47	3858	1220415	51017	4.18	5359	10.5	97842	30515	29980	31.19	34.47	7692	25.21	+	0.61501	0.83992	0.41636	0.6034	
LMap_Dhuh_H_2-4_P_07June20_Merry_20-02-02	H_2-4	Trypsin	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	True	1	2		Standard		17062	66011	0	88556	43466	0	45090	15201	13644	0	1557	17.17	31.39	NaN	3.45	4034	1144295	51700	4.52	5270	10.19	94722	30461	29888	32.16	35.01	7672	25.19	+	0.60724	0.82727	0.41131	0.59854	
E_1-1																																4124																		
E_1-2																																3900																		
E_1-3																																3886																		
E_1-4																																3977																		
EH_3-1																																4132																		
EH_3-2																																3627																		
EH_3-3																																4052																		
EH_3-4																																4181																		
EHD_4-1																																3958																		
EHD_4-2																																3918																		
EHD_4-3																																3911																		
EHD_4-4																																3951																		
H_2-1																																3922																		
H_2-2																																3976																		
H_2-3																																3858																		
H_2-4																																4034																		
Total																	277944	1033425	0	1373938	692912	0	681026	234112	212338	0	21774	17.04	30.64	NaN	3.2	6528	19742094					1590321	489142	480473	30.76	33.9	120040	24.54		0.60927	0.82813	0.41146	0.59422	
